id,amount,currency,comment
6075,409,AUD,order pending
6076,237,AUD,order payment
6077,769,USD,order refunded
6078,578,RMB,order pending
6079,956,USD,order pending
6080,842,RMB,order pending
6081,795,USD,order refunded
6082,788,AUD,order refunded
6083,586,USD,order pending
6084,284,RMB,order refunded
6085,722,RMB,order payment
6086,628,RMB,order payment
6087,475,AUD,order payment
6088,52,RMB,order refunded
6089,798,AUD,order payment
6090,16,RMB,order pending
6091,507,AUD,order payment
6092,174,USD,order pending
6093,99,USD,order refunded
6094,487,RMB,order pending
6095,600,USD,order payment
6096,346,RMB,order payment
6097,40,RMB,order payment
6098,500,RMB,order pending
6099,379,USD,order payment
6100,352,AUD,order refunded
6101,499,USD,order payment
6102,792,INR,order payment
6103,528,INR,order refunded
6104,500,AUD,order refunded
6105,201,RMB,order payment
6106,824,INR,order pending
6107,45,AUD,order refunded
6108,116,USD,order refunded
6109,947,RMB,order refunded
6110,731,AUD,order payment
6111,480,USD,order payment
6112,746,INR,order payment
6113,277,USD,order payment
6114,858,INR,order pending
6115,985,RMB,order pending
6116,52,INR,order pending
6117,222,AUD,order pending
6118,929,RMB,order refunded
6119,15,RMB,order refunded
6120,923,AUD,order pending
6121,970,RMB,order pending
6122,436,USD,order refunded
6123,246,USD,order refunded
6124,614,USD,order payment
6125,579,AUD,order pending
6126,841,AUD,order payment
6127,744,AUD,order pending
6128,735,AUD,order pending
6129,810,USD,order refunded
6130,724,AUD,order refunded
6131,190,INR,order refunded
6132,135,RMB,order refunded
6133,883,INR,order payment
6134,99,USD,order pending
6135,521,INR,order payment
6136,774,RMB,order payment
6137,621,INR,order payment
6138,880,RMB,order pending
6139,660,USD,order payment
6140,864,AUD,order payment
6141,480,AUD,order pending
6142,200,AUD,order pending
6143,942,RMB,order pending
6144,709,USD,order refunded
6145,42,RMB,order refunded
6146,410,AUD,order payment
6147,834,USD,order pending
6148,895,INR,order pending
6149,823,INR,order payment
6150,27,INR,order payment
6151,137,RMB,order refunded
6152,443,RMB,order payment
6153,755,USD,order payment
6154,307,AUD,order pending
6155,247,RMB,order pending
6156,241,USD,order pending
6157,3,AUD,order pending
6158,446,RMB,order refunded
6159,310,INR,order payment
6160,848,RMB,order pending
6161,180,AUD,order payment
6162,418,USD,order pending
6163,294,INR,order payment
6164,556,INR,order pending
6165,62,INR,order refunded
6166,374,AUD,order payment
6167,977,AUD,order pending
6168,991,USD,order pending
6169,815,USD,order pending
6170,136,AUD,order pending
6171,814,INR,order refunded
6172,118,INR,order refunded
6173,558,USD,order payment
6174,252,RMB,order refunded
6175,529,RMB,order pending
6176,763,RMB,order refunded
6177,982,INR,order refunded
6178,830,USD,order pending
6179,731,USD,order payment
6180,942,USD,order refunded
6181,945,INR,order refunded
6182,63,USD,order payment
6183,442,INR,order pending
6184,833,AUD,order pending
6185,421,INR,order payment
6186,149,USD,order refunded
6187,404,RMB,order pending
6188,644,AUD,order pending
6189,209,INR,order refunded
6190,842,USD,order refunded
6191,315,RMB,order refunded
6192,678,INR,order payment
6193,913,RMB,order pending
6194,394,USD,order refunded
6195,254,USD,order payment
6196,206,USD,order payment
6197,834,AUD,order payment
6198,789,USD,order pending
6199,411,AUD,order payment
6200,923,USD,order payment
6201,596,INR,order payment
6202,775,RMB,order payment
6203,387,AUD,order refunded
6204,792,USD,order refunded
6205,704,AUD,order refunded
6206,942,AUD,order refunded
6207,161,INR,order refunded
6208,49,INR,order refunded
6209,283,INR,order payment
6210,451,AUD,order pending
6211,845,USD,order payment
6212,79,RMB,order refunded
6213,520,INR,order pending
6214,844,INR,order payment
6215,58,USD,order refunded
6216,832,USD,order refunded
6217,685,AUD,order pending
6218,372,INR,order refunded
6219,637,INR,order payment
6220,522,INR,order pending
6221,775,INR,order refunded
6222,531,RMB,order refunded
6223,581,AUD,order refunded
6224,801,RMB,order pending
6225,185,USD,order pending
6226,722,USD,order refunded
6227,466,USD,order pending
6228,272,USD,order payment
6229,214,INR,order refunded
6230,766,RMB,order refunded
6231,345,AUD,order payment
6232,251,RMB,order payment
6233,689,USD,order refunded
6234,680,RMB,order refunded
6235,365,INR,order refunded
6236,282,USD,order payment
6237,454,RMB,order payment
6238,846,AUD,order payment
6239,700,RMB,order payment
6240,646,AUD,order payment
6241,524,INR,order refunded
6242,989,INR,order refunded
6243,103,RMB,order refunded
6244,650,AUD,order refunded
6245,420,USD,order pending
6246,626,INR,order refunded
6247,266,INR,order pending
6248,635,USD,order refunded
6249,902,RMB,order payment
6250,572,INR,order refunded
6251,912,USD,order pending
6252,616,USD,order payment
6253,299,RMB,order pending
6254,652,RMB,order refunded
6255,738,USD,order refunded
6256,334,RMB,order refunded
6257,411,INR,order refunded
6258,774,RMB,order refunded
6259,156,AUD,order payment
6260,468,INR,order refunded
6261,967,AUD,order pending
6262,333,AUD,order refunded
6263,356,INR,order payment
6264,618,INR,order payment
6265,318,AUD,order refunded
6266,219,RMB,order pending
6267,918,RMB,order payment
6268,881,INR,order refunded
6269,948,USD,order payment
6270,363,AUD,order payment
6271,191,USD,order payment
6272,156,AUD,order refunded
6273,258,INR,order payment
6274,435,INR,order payment
6275,766,AUD,order payment
6276,292,INR,order pending
6277,778,INR,order pending
6278,732,RMB,order pending
6279,881,INR,order refunded
6280,245,INR,order payment
6281,136,USD,order refunded
6282,597,AUD,order payment
6283,984,USD,order payment
6284,954,RMB,order refunded
6285,242,USD,order refunded
6286,590,INR,order refunded
6287,402,INR,order refunded
6288,937,USD,order payment
6289,96,AUD,order payment
6290,728,RMB,order pending
6291,50,USD,order payment
6292,712,AUD,order refunded
6293,556,RMB,order payment
6294,426,RMB,order pending
6295,991,RMB,order payment
6296,639,INR,order payment
6297,927,AUD,order payment
6298,354,RMB,order pending
6299,172,RMB,order refunded
6300,676,INR,order payment
6301,644,RMB,order pending
6302,472,USD,order pending
6303,764,RMB,order payment
6304,303,AUD,order pending
6305,96,USD,order pending
6306,810,RMB,order payment
6307,862,AUD,order payment
6308,439,USD,order pending
6309,6,RMB,order payment
6310,681,USD,order pending
6311,963,RMB,order refunded
6312,866,RMB,order pending
6313,577,USD,order pending
6314,69,AUD,order payment
6315,772,AUD,order payment
6316,15,RMB,order refunded
6317,121,INR,order refunded
6318,991,INR,order refunded
6319,347,AUD,order refunded
6320,216,AUD,order pending
6321,460,USD,order payment
6322,204,USD,order refunded
6323,964,AUD,order payment
6324,500,RMB,order payment
6325,94,USD,order payment
6326,971,AUD,order pending
6327,979,RMB,order pending
6328,366,INR,order payment
6329,341,INR,order payment
6330,61,USD,order payment
6331,625,RMB,order pending
6332,970,USD,order payment
6333,952,RMB,order pending
6334,507,INR,order refunded
6335,967,RMB,order payment
6336,479,RMB,order pending
6337,454,USD,order payment
6338,745,INR,order refunded
6339,489,RMB,order pending
6340,111,INR,order pending
6341,427,RMB,order payment
6342,979,RMB,order pending
6343,885,INR,order payment
6344,589,INR,order payment
6345,553,INR,order pending
6346,35,AUD,order pending
6347,706,INR,order pending
6348,389,RMB,order pending
6349,355,INR,order pending
6350,26,USD,order payment
6351,652,USD,order pending
6352,618,RMB,order refunded
6353,456,USD,order payment
6354,246,RMB,order refunded
6355,392,RMB,order pending
6356,522,AUD,order refunded
6357,700,RMB,order payment
6358,167,USD,order payment
6359,523,USD,order pending
6360,373,INR,order pending
6361,274,RMB,order refunded
6362,356,RMB,order pending
6363,228,INR,order payment
6364,936,INR,order pending
6365,3,RMB,order pending
6366,529,AUD,order payment
6367,433,AUD,order payment
6368,417,USD,order refunded
6369,208,USD,order refunded
6370,49,RMB,order refunded
6371,351,RMB,order refunded
6372,485,RMB,order refunded
6373,808,AUD,order refunded
6374,25,USD,order pending
6375,83,INR,order refunded
6376,356,AUD,order refunded
6377,199,RMB,order payment
6378,8,USD,order payment
6379,263,AUD,order payment
6380,518,RMB,order refunded
6381,584,USD,order refunded
6382,273,INR,order pending
6383,849,USD,order payment
6384,180,RMB,order pending
6385,772,INR,order pending
6386,995,AUD,order refunded
6387,914,RMB,order refunded
6388,887,AUD,order payment
6389,291,USD,order pending
6390,910,INR,order refunded
6391,467,AUD,order payment
6392,718,RMB,order payment
6393,786,AUD,order payment
6394,844,INR,order pending
6395,234,INR,order pending
6396,649,RMB,order payment
6397,702,RMB,order refunded
6398,225,AUD,order payment
6399,242,RMB,order payment
6400,593,RMB,order refunded
6401,329,INR,order refunded
6402,688,AUD,order refunded
6403,41,INR,order refunded
6404,130,RMB,order payment
6405,15,USD,order pending
6406,344,RMB,order refunded
6407,316,AUD,order refunded
6408,345,RMB,order payment
6409,804,RMB,order refunded
6410,975,INR,order pending
6411,946,INR,order refunded
6412,384,USD,order payment
6413,215,INR,order pending
6414,85,AUD,order pending
6415,148,RMB,order payment
6416,958,AUD,order pending
6417,708,INR,order pending
6418,315,AUD,order refunded
6419,817,RMB,order refunded
6420,178,USD,order pending
6421,612,USD,order payment
6422,148,AUD,order payment
6423,399,USD,order payment
6424,951,USD,order pending
6425,735,USD,order refunded
6426,352,AUD,order pending
6427,181,AUD,order payment
6428,459,USD,order payment
6429,37,INR,order refunded
6430,344,USD,order refunded
6431,814,RMB,order payment
6432,332,AUD,order refunded
6433,883,AUD,order refunded
6434,758,AUD,order refunded
6435,739,USD,order refunded
6436,332,INR,order pending
6437,151,USD,order payment
6438,272,USD,order pending
6439,449,USD,order payment
6440,343,USD,order refunded
6441,189,RMB,order payment
6442,385,INR,order refunded
6443,953,USD,order refunded
6444,80,USD,order pending
6445,992,AUD,order pending
6446,374,AUD,order pending
6447,414,USD,order payment
6448,863,USD,order payment
6449,439,AUD,order pending
6450,91,AUD,order refunded
6451,767,USD,order payment
6452,725,AUD,order refunded
6453,25,AUD,order payment
6454,786,USD,order payment
6455,942,RMB,order refunded
6456,292,USD,order payment
6457,130,RMB,order payment
6458,697,INR,order payment
6459,258,USD,order pending
6460,702,USD,order payment
6461,989,INR,order pending
6462,298,RMB,order pending
6463,229,RMB,order payment
6464,144,USD,order payment
6465,811,RMB,order pending
6466,18,USD,order refunded
6467,690,RMB,order pending
6468,131,INR,order pending
6469,629,RMB,order refunded
6470,797,RMB,order pending
6471,404,USD,order payment
6472,614,INR,order payment
6473,149,AUD,order payment
6474,926,INR,order pending
6475,492,INR,order pending
6476,214,INR,order payment
6477,448,AUD,order pending
6478,235,RMB,order pending
6479,291,INR,order pending
6480,381,AUD,order refunded
6481,642,INR,order pending
6482,41,RMB,order refunded
6483,657,AUD,order refunded
6484,14,INR,order pending
6485,892,AUD,order payment
6486,927,INR,order payment
6487,216,RMB,order pending
6488,367,AUD,order refunded
6489,61,INR,order payment
6490,49,AUD,order pending
6491,725,INR,order pending
6492,490,RMB,order pending
6493,337,RMB,order pending
6494,560,RMB,order pending
6495,736,INR,order refunded
6496,685,AUD,order refunded
6497,281,AUD,order payment
6498,862,AUD,order payment
6499,697,RMB,order payment
6500,698,RMB,order refunded
6501,546,AUD,order payment
6502,39,AUD,order pending
6503,601,INR,order refunded
6504,973,USD,order pending
6505,791,AUD,order pending
6506,467,INR,order pending
6507,225,RMB,order refunded
6508,478,AUD,order pending
6509,658,INR,order refunded
6510,435,INR,order payment
6511,848,USD,order refunded
6512,526,INR,order refunded
6513,714,USD,order payment
6514,957,AUD,order refunded
6515,489,USD,order payment
6516,176,INR,order refunded
6517,511,INR,order payment
6518,665,RMB,order pending
6519,37,USD,order payment
6520,18,AUD,order refunded
6521,888,AUD,order refunded
6522,127,RMB,order pending
6523,845,INR,order pending
6524,879,RMB,order refunded
6525,421,USD,order refunded
6526,989,INR,order refunded
6527,669,RMB,order payment
6528,531,AUD,order pending
6529,5,INR,order pending
6530,181,AUD,order pending
6531,571,AUD,order pending
6532,624,AUD,order payment
6533,411,USD,order refunded
6534,834,USD,order refunded
6535,567,RMB,order refunded
6536,456,INR,order refunded
6537,361,USD,order pending
6538,262,AUD,order pending
6539,624,RMB,order refunded
6540,253,USD,order pending
6541,250,AUD,order pending
6542,541,AUD,order refunded
6543,705,RMB,order payment
6544,162,RMB,order pending
6545,643,RMB,order refunded
6546,309,INR,order pending
6547,241,INR,order refunded
6548,510,AUD,order pending
6549,26,RMB,order refunded
6550,743,RMB,order refunded
6551,603,RMB,order payment
6552,297,USD,order pending
6553,156,INR,order payment
6554,25,USD,order pending
6555,627,RMB,order refunded
6556,449,AUD,order refunded
6557,92,AUD,order pending
6558,593,INR,order payment
6559,351,USD,order refunded
6560,633,AUD,order pending
6561,647,RMB,order pending
6562,825,RMB,order pending
6563,944,AUD,order refunded
6564,59,USD,order payment
6565,378,RMB,order payment
6566,52,INR,order refunded
6567,139,AUD,order payment
6568,115,AUD,order refunded
6569,980,AUD,order payment
6570,385,AUD,order payment
6571,932,USD,order pending
6572,441,AUD,order pending
6573,736,USD,order pending
6574,99,AUD,order refunded
6575,720,INR,order refunded
6576,660,INR,order payment
6577,388,RMB,order refunded
6578,125,RMB,order refunded
6579,909,AUD,order refunded
6580,224,AUD,order refunded
6581,271,AUD,order payment
6582,167,RMB,order pending
6583,450,RMB,order pending
6584,207,AUD,order payment
6585,292,AUD,order refunded
6586,747,USD,order pending
6587,776,USD,order payment
6588,222,RMB,order pending
6589,546,AUD,order refunded
6590,425,RMB,order payment
6591,902,USD,order pending
6592,92,AUD,order refunded
6593,796,INR,order refunded
6594,953,INR,order payment
6595,895,RMB,order refunded
6596,183,AUD,order refunded
6597,892,USD,order payment
6598,589,RMB,order payment
6599,82,RMB,order pending
6600,983,INR,order payment
6601,15,INR,order payment
6602,171,USD,order payment
6603,451,AUD,order payment
6604,443,INR,order refunded
6605,509,INR,order pending
6606,320,INR,order pending
6607,221,INR,order pending
6608,402,INR,order pending
6609,858,USD,order payment
6610,30,RMB,order payment
6611,473,RMB,order pending
6612,170,USD,order pending
6613,977,AUD,order pending
6614,726,RMB,order payment
6615,962,USD,order pending
6616,389,RMB,order pending
6617,969,INR,order payment
6618,522,USD,order refunded
6619,17,USD,order payment
6620,726,USD,order refunded
6621,85,RMB,order refunded
6622,968,INR,order pending
6623,481,INR,order pending
6624,433,USD,order payment
6625,475,AUD,order pending
6626,204,RMB,order pending
6627,843,AUD,order payment
6628,851,RMB,order pending
6629,602,AUD,order pending
6630,778,AUD,order refunded
6631,952,INR,order pending
6632,696,INR,order refunded
6633,713,INR,order payment
6634,986,USD,order refunded
6635,377,RMB,order payment
6636,400,AUD,order refunded
6637,189,INR,order refunded
6638,459,USD,order payment
6639,739,USD,order payment
